worker_id,state,sex,marital_status,religion,social_group,urban_rural,education,employment_type,employer_type,age,annual_wage_inr,work_hours_year
3017,Himachal Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,mgnrega,31,2667,1442
3018,Madhya Pradesh,Male,Married,Hindu,Forward caste,Rural,Primary (5),casual_daily,other,49,8492,1685
3019,Tamil Nadu,Female,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,mgnrega,50,1126,275
3020,Assam,Male,Married,Muslim,Muslim,Rural,Middle (6-9),casual_daily,private_individual,23,11863,1606
3021,Uttar Pradesh,Male,Married,Muslim,Muslim,Rural,Primary (5),casual_daily,private_individual,23,47066,2594
3022,Karnataka,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,21,16061,1676
3023,Madhya Pradesh,Male,Married,Hindu,Brahmin,Rural,Graduate (15),casual_daily,other_govt_program,22,16316,1049
3024,Karnataka,Male,Unmarried,Hindu,Christian/Sikh/Jain,Urban,Secondary (10-11),casual_daily,private_individual,21,38945,1863
3025,Andhra Pradesh,Female,Unmarried,Hindu,Dalit (SC),Urban,Secondary (10-11),short_term_contract,private_firm,25,12325,2026
3026,Kerala,Male,Unmarried,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_individual,20,53544,800
3027,Gujarat,Female,Married,Hindu,Brahmin,Urban,Middle (6-9),regular_informal,private_individual,29,52485,3567
3028,Delhi,Male,Married,Hindu,OBC,Urban,Secondary (10-11),casual_daily,private_firm,47,42279,1881
3029,Karnataka,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,37,50250,2373
3030,Jharkhand,Male,Married,Hindu,Forward caste,Rural,Higher Sec (12-14),casual_daily,private_individual,32,42042,1742
3031,Bihar,Female,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),casual_piecework,private_firm,30,173725,2423
3032,Jharkhand,Male,Married,Hindu,Forward caste,Rural,Middle (6-9),casual_daily,other,38,34521,1862
3033,Tamil Nadu,Male,Separated/Divorced,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,other,22,16344,1697
3034,Haryana,Female,Married,Hindu,Muslim,Rural,1-4 yrs,casual_piecework,private_individual,51,59411,1445
3035,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Rural,Graduate (15),casual_daily,private_individual,27,8507,1963
3036,Delhi,Male,Married,Muslim,Dalit (SC),Urban,Primary (5),casual_daily,other,30,71385,3046
3037,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,50,14167,2012
3038,Delhi,Male,Unmarried,Hindu,Forward caste,Urban,Secondary (10-11),regular_informal,private_individual,25,90451,2993
3039,Jammu & Kashmir,Male,Unmarried,Hindu,Adivasi (ST),Urban,Middle (6-9),short_term_contract,private_individual,21,30200,3005
3040,Chhattisgarh,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,21,4518,1228
3041,Gujarat,Female,Married,Hindu,Forward caste,Rural,1-4 yrs,casual_daily,private_individual,26,28860,1358
3042,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_individual,44,48523,2929
3043,Delhi,Male,Widowed,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_firm,46,157267,2821
3044,Chhattisgarh,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,other,31,46896,1715
3045,Kerala,Male,Unmarried,Hindu,OBC,Rural,Middle (6-9),casual_daily,mgnrega,24,19374,2370
3046,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_piecework,private_individual,48,41242,1596
3047,Rajasthan,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,37,840,187
3048,Maharashtra,Female,Widowed,Hindu,Dalit (SC),Rural,Higher Sec (12-14),regular_informal,other_govt_program,39,39548,2818
3049,Tamil Nadu,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,65,8965,1330
3050,West Bengal,Female,Widowed,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,other,49,43057,2823
3051,Kerala,Male,Married,Hindu,Christian/Sikh/Jain,Urban,Secondary (10-11),casual_daily,private_individual,46,42654,4000
3052,Mizoram,Male,Married,Christian,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,48,2576,226
3053,Uttar Pradesh,Male,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,19,56206,2168
3054,West Bengal,Male,Married,Hindu,OBC,Rural,Graduate (15),regular_informal,other_govt_program,60,2496,354
3055,Tamil Nadu,Male,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),casual_daily,private_individual,29,75477,2966
3056,Punjab,Male,Married,Sikh,Dalit (SC),Rural,Primary (5),short_term_contract,private_firm,19,50094,601
3057,Goa,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_firm,50,76288,2937
3058,Gujarat,Male,Married,Hindu,Dalit (SC),Urban,1-4 yrs,short_term_contract,private_individual,27,40617,2892
3059,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Urban,Secondary (10-11),regular_informal,private_firm,36,93022,2946
3060,Maharashtra,Male,Married,Buddhist,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,35,111918,2360
3061,Meghalaya,Male,Unmarried,Christian,Muslim,Urban,Higher Sec (12-14),short_term_contract,private_individual,24,46381,2807
3062,West Bengal,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),regular_informal,private_firm,38,50409,2898
3063,Rajasthan,Female,Married,Hindu,OBC,Rural,Primary (5),casual_daily,mgnrega,59,1387,693
3064,Punjab,Male,Unmarried,Sikh,Dalit (SC),Rural,Graduate (15),regular_informal,private_individual,19,46843,2955
3065,Jammu & Kashmir,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,45,41728,2037
3066,Karnataka,Female,Widowed,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,private_individual,20,15698,535
3067,Jharkhand,Male,Married,Other,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,25,2076,188
3068,Andhra Pradesh,Male,Married,Hindu,OBC,Urban,Secondary (10-11),casual_daily,private_individual,51,82479,2034
3069,Goa,Male,Unmarried,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_individual,25,53327,2903
3070,Odisha,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,27,29797,1723
3071,Assam,Male,Unmarried,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_individual,20,51828,1586
3072,Jammu & Kashmir,Male,Married,Muslim,Muslim,Rural,Middle (6-9),casual_daily,private_individual,20,30487,1232
3073,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,46,14845,1970
3074,Karnataka,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,37,56632,2247
3075,Odisha,Female,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,48,6664,1722
3076,Chhattisgarh,Female,Married,Hindu,Adivasi (ST),Urban,Middle (6-9),casual_daily,private_individual,22,41716,1468
3077,Uttarakhand,Male,Married,Jain,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,63,33413,1683
3078,Tamil Nadu,Female,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,mgnrega,42,3118,961
3079,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_piecework,other,37,59202,1946
3080,Punjab,Male,Married,Sikh,Christian/Sikh/Jain,Urban,Secondary (10-11),regular_informal,private_individual,36,146087,3009
3081,Kerala,Male,Unmarried,Christian,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_firm,35,183910,2694
3082,West Bengal,Female,Unmarried,Hindu,Dalit (SC),Rural,Higher Sec (12-14),regular_informal,private_individual,22,2755,290
3083,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,other,26,11436,1134
3084,West Bengal,Male,Married,Christian,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_individual,46,91301,3093
3085,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,24,2242,384
3086,Chhattisgarh,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,24,15298,912
3087,Goa,Male,Unmarried,Hindu,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,private_firm,21,4948,2272
3088,Chhattisgarh,Male,Married,Hindu,OBC,Rural,Post-graduate (16+),casual_daily,private_firm,48,6655,1616
3089,Karnataka,Male,Married,Jain,Christian/Sikh/Jain,Urban,Higher Sec (12-14),regular_informal,private_firm,44,240000,2922
3090,Karnataka,Female,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,26,45483,1936
3091,Assam,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,45,71799,1975
3092,Kerala,Male,Married,Buddhist,Dalit (SC),Urban,Higher Sec (12-14),casual_daily,private_firm,30,39268,2393
3093,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,21,28087,825
3094,Maharashtra,Male,Married,Hindu,Forward caste,Rural,Higher Sec (12-14),regular_informal,other_govt_program,30,72682,2612
3095,Jharkhand,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,private_individual,27,31479,1878
3096,Uttarakhand,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,47,75173,2185
3097,Chhattisgarh,Male,Married,Christian,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,47,41856,21
3098,Punjab,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_individual,26,41005,1523
3099,Rajasthan,Male,Widowed,Hindu,OBC,Rural,Secondary (10-11),regular_informal,other_govt_program,61,6016,1629
3100,Madhya Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,50,127311,2530
3101,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,39,45463,1961
3102,Karnataka,Female,Widowed,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_firm,45,50027,2161
3103,Chhattisgarh,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,38,12358,2625
3104,West Bengal,Male,Married,Hindu,OBC,Urban,Graduate (15),regular_informal,other_govt_program,23,44095,2925
3105,Jammu & Kashmir,Male,Unmarried,Muslim,Muslim,Rural,Primary (5),casual_daily,private_individual,19,54307,1994
3106,Punjab,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),regular_informal,private_individual,46,52756,1912
3107,Gujarat,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,24,8287,188
3108,Chhattisgarh,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,49,34374,1680
3109,Karnataka,Female,Married,Hindu,Dalit (SC),Urban,Graduate (15),short_term_contract,private_individual,50,229723,2880
3110,Maharashtra,Male,Married,Jain,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,63,35710,2166
3111,Assam,Male,Unmarried,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_firm,18,44214,1926
3112,Gujarat,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_firm,35,25548,609
3113,Chhattisgarh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,48,17359,1154
3114,Madhya Pradesh,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,28,6228,354
3115,Karnataka,Female,Widowed,Muslim,Muslim,Rural,1-4 yrs,casual_daily,private_individual,29,54109,2486
3116,Dadra & Nagar Haveli,Female,Married,Hindu,OBC,Rural,1-4 yrs,regular_informal,other,41,70,1203
3117,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),casual_daily,private_individual,27,41608,2922
3118,Odisha,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,36,21690,2426
3119,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,52,5070,951
3120,Andhra Pradesh,Male,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_individual,37,103712,2478
3121,Punjab,Male,Married,Sikh,Christian/Sikh/Jain,Rural,Graduate (15),regular_informal,private_individual,31,54500,2972
3122,Jharkhand,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),casual_daily,private_individual,23,45732,2656
3123,Karnataka,Female,Unmarried,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,mgnrega,18,9544,370
3124,Jharkhand,Male,Married,Tribal,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_firm,64,14584,2460
3125,Haryana,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_firm,23,2994,511
3126,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Urban,Middle (6-9),casual_daily,private_individual,42,73346,1589
3127,Dadra & Nagar Haveli,Male,Married,Hindu,Forward caste,Rural,Primary (5),casual_daily,private_individual,49,156458,2739
3128,Puducherry,Male,Married,Hindu,OBC,Urban,Primary (5),casual_daily,private_individual,35,36310,918
3129,Karnataka,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,private_individual,36,28310,1924
3130,Assam,Male,Married,Muslim,Muslim,Rural,1-4 yrs,casual_piecework,private_individual,45,102259,2016
3131,Punjab,Male,Unmarried,Sikh,Dalit (SC),Rural,Middle (6-9),regular_informal,private_firm,21,47956,3029
3132,Maharashtra,Male,Married,Hindu,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,private_individual,31,23892,2871
3133,Gujarat,Female,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,49,17419,1151
3134,Karnataka,Female,Married,Muslim,Muslim,Rural,1-4 yrs,casual_daily,private_individual,25,18299,1956
3135,Rajasthan,Male,Unmarried,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,19,1192,566
3136,Arunachal Pradesh,Male,Unmarried,Christian,Dalit (SC),Rural,Middle (6-9),casual_daily,other_govt_program,20,51657,2112
3137,Delhi,Female,Married,Hindu,Forward caste,Urban,Middle (6-9),regular_informal,private_individual,31,44507,2845
3138,Madhya Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,other,60,41533,2095
3139,Chhattisgarh,Female,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,mgnrega,27,5939,308
3140,Haryana,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,49,24369,2026
3141,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,other,64,32195,2015
3142,Karnataka,Female,Married,Hindu,OBC,Urban,Graduate (15),casual_daily,private_individual,24,3030,300
3143,Kerala,Female,Married,Buddhist,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,24,34770,2624
3144,Rajasthan,Male,Married,Hindu,Brahmin,Rural,Middle (6-9),casual_daily,mgnrega,50,2344,810
3145,Karnataka,Female,Widowed,Hindu,Forward caste,Rural,Higher Sec (12-14),regular_informal,other_govt_program,38,152950,1443
3146,Odisha,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_firm,28,15865,1340
3147,Jharkhand,Male,Married,Other,Adivasi (ST),Urban,Middle (6-9),casual_daily,private_individual,38,68901,2022
3148,Tamil Nadu,Female,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,25,11891,1926
3149,Tamil Nadu,Male,Unmarried,Hindu,Forward caste,Urban,Higher Sec (12-14),short_term_contract,private_individual,27,75905,2799
3150,Jharkhand,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,20,32748,2401
3151,Goa,Male,Married,Hindu,Dalit (SC),Urban,Post-graduate (16+),regular_informal,private_firm,42,57303,2747
3152,Uttar Pradesh,Male,Unmarried,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_firm,20,24077,2740
3153,West Bengal,Male,Married,Hindu,Adivasi (ST),Rural,Primary (5),casual_daily,private_individual,32,44681,3940
3154,Bihar,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),casual_daily,mgnrega,41,26198,4000
3155,Jharkhand,Male,Married,Other,Adivasi (ST),Urban,1-4 yrs,casual_daily,private_individual,44,8386,414
3156,Haryana,Female,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,mgnrega,35,5147,1867
3157,Kerala,Male,Married,Hindu,Christian/Sikh/Jain,Urban,Higher Sec (12-14),regular_informal,private_individual,43,88241,2414
3158,Karnataka,Female,Widowed,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,22,4426,420
3159,West Bengal,Male,Married,Hindu,Forward caste,Urban,Graduate (15),regular_informal,private_firm,28,240000,2931
3160,Haryana,Male,Unmarried,Hindu,OBC,Rural,Middle (6-9),casual_daily,other,25,51949,2072
3161,Sikkim,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),regular_informal,private_individual,54,40212,4000
3162,Himachal Pradesh,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,48,39694,2279
3163,Tamil Nadu,Male,Married,Muslim,Muslim,Urban,1-4 yrs,regular_informal,private_individual,32,77727,3090
3164,Madhya Pradesh,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,57,28867,1553
3165,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,other,62,16312,963
3166,Tripura,Female,Married,Tribal,Adivasi (ST),Urban,Middle (6-9),casual_daily,mgnrega,24,23303,330
3167,Chhattisgarh,Female,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,18,2182,187
3168,Rajasthan,Male,Married,Hindu,Dalit (SC),Urban,Post-graduate (16+),casual_daily,private_firm,42,45468,2934
3169,Gujarat,Female,Unmarried,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,25,3930,357
3170,Rajasthan,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,mgnrega,59,883,1484
3171,Goa,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,regular_informal,private_firm,45,97482,2916
3172,Rajasthan,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,21,6887,1351
3173,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,35,68884,526
3174,Kerala,Male,Unmarried,Hindu,OBC,Rural,Middle (6-9),casual_daily,mgnrega,27,5119,545
3175,Punjab,Male,Unmarried,Sikh,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,27,56053,2080
3176,Andhra Pradesh,Male,Married,Hindu,OBC,Rural,Secondary (10-11),casual_daily,private_individual,23,38409,1822
3177,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,other,34,76145,2171
3178,Gujarat,Male,Married,Hindu,Forward caste,Rural,Middle (6-9),short_term_contract,private_individual,18,46232,2424
3179,Kerala,Male,Married,Hindu,Forward caste,Urban,Middle (6-9),casual_daily,private_firm,36,28853,1985
3180,Rajasthan,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,36,14447,1512
3181,Kerala,Female,Married,Christian,Adivasi (ST),Rural,1-4 yrs,casual_daily,other,34,11347,1483
3182,Maharashtra,Female,Married,Muslim,Muslim,Urban,1-4 yrs,casual_daily,private_individual,63,34082,1817
3183,Gujarat,Female,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,25,4088,784
3184,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,48,70631,1543
3185,Karnataka,Male,Married,Hindu,OBC,Rural,Secondary (10-11),casual_daily,private_individual,37,19911,1492
3186,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_individual,44,41142,3193
3187,Karnataka,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,private_firm,25,42659,1077
3188,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,44,41846,2199
3189,Jammu & Kashmir,Male,Married,Hindu,OBC,Urban,Secondary (10-11),casual_daily,private_individual,22,78168,2307
3190,Tripura,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,mgnrega,37,20462,207
3191,Gujarat,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_firm,30,143708,2833
3192,Tamil Nadu,Female,Married,Christian,Christian/Sikh/Jain,Urban,1-4 yrs,casual_daily,mgnrega,45,69989,2379
3193,Karnataka,Female,Unmarried,Muslim,Christian/Sikh/Jain,Urban,Secondary (10-11),short_term_contract,private_individual,25,161190,2931
3194,West Bengal,Male,Unmarried,Hindu,Dalit (SC),Urban,Post-graduate (16+),regular_informal,private_firm,29,240000,2973
3195,Karnataka,Male,Unmarried,Hindu,Forward caste,Rural,1-4 yrs,casual_daily,private_individual,19,11830,682
3196,Tamil Nadu,Female,Married,Christian,Adivasi (ST),Rural,Higher Sec (12-14),casual_daily,mgnrega,38,550,12
